HHID,HV000,HV001,HV002,HV003,HV004,HV005,HA35
      532517,ET6,532,517,1,532,373816,
      532530,ET6,532,530,3,532,373816,0
      532575,ET6,532,575,2,532,373816,0
      532596,ET6,532,596,1,532,373816,0
      532686,ET6,532,686,2,532,373816,0
      532692,ET6,532,692,1,532,373816,
      532716,ET6,532,716,2,532,373816,0
      532751,ET6,532,751,1,532,373816,
      532764,ET6,532,764,1,532,373816,0
      532767,ET6,532,767,1,532,373816,0
      532799,ET6,532,799,1,532,373816,
      532808,ET6,532,808,1,532,373816,
      532838,ET6,532,838,1,532,373816,
      532842,ET6,532,842,1,532,373816,0
      532868,ET6,532,868,2,532,373816,0
      533  5,ET6,533,5,1,533,91712,0
      533 63,ET6,533,63,2,533,91712,0
      533116,ET6,533,116,1,533,91712,0
      533121,ET6,533,121,1,533,91712,0
      533166,ET6,533,166,1,533,91712,
      533251,ET6,533,251,1,533,91712,0
      533253,ET6,533,253,2,533,91712,0
      533283,ET6,533,283,1,533,91712,0
      533312,ET6,533,312,1,533,91712,0
      533342,ET6,533,342,1,533,91712,0
      533355,ET6,533,355,2,533,91712,0
      533370,ET6,533,370,1,533,91712,0
      533377,ET6,533,377,2,533,91712,0
      533394,ET6,533,394,2,533,91712,0
      533398,ET6,533,398,4,533,91712,0
      533417,ET6,533,417,2,533,91712,0
      533466,ET6,533,466,1,533,91712,0
      533500,ET6,533,500,1,533,91712,
      533562,ET6,533,562,1,533,91712,0
      533613,ET6,533,613,1,533,91712,0
      533630,ET6,533,630,1,533,91712,0
      533640,ET6,533,640,2,533,91712,0
      533700,ET6,533,700,1,533,91712,0
      533724,ET6,533,724,2,533,91712,0
      533737,ET6,533,737,1,533,91712,0
      533793,ET6,533,793,2,533,91712,0
      533799,ET6,533,799,1,533,91712,0
      533800,ET6,533,800,1,533,91712,0
      533804,ET6,533,804,1,533,91712,0
      534 64,ET6,534,64,1,534,1642020,0
      534 88,ET6,534,88,2,534,1642020,0
      534135,ET6,534,135,2,534,1642020,0
      534189,ET6,534,189,2,534,1642020,0
      534211,ET6,534,211,2,534,1642020,0
      534228,ET6,534,228,1,534,1642020,
      534230,ET6,534,230,2,534,1642020,0
      534424,ET6,534,424,2,534,1642020,0
      534426,ET6,534,426,1,534,1642020,99
      534443,ET6,534,443,1,534,1642020,0
      534452,ET6,534,452,1,534,1642020,0
      534459,ET6,534,459,2,534,1642020,0
      534480,ET6,534,480,1,534,1642020,0
      534510,ET6,534,510,2,534,1642020,99
      534538,ET6,534,538,1,534,1642020,
      534543,ET6,534,543,3,534,1642020,0
      534600,ET6,534,600,3,534,1642020,0
      534612,ET6,534,612,2,534,1642020,0
      534617,ET6,534,617,1,534,1642020,0
      534631,ET6,534,631,2,534,1642020,
      534636,ET6,534,636,1,534,1642020,
      534664,ET6,534,664,2,534,1642020,0
      534696,ET6,534,696,2,534,1642020,0
      534712,ET6,534,712,1,534,1642020,0
      534754,ET6,534,754,2,534,1642020,0
      534828,ET6,534,828,2,534,1642020,
      534837,ET6,534,837,2,534,1642020,0
      535 17,ET6,535,17,1,535,441735,0
      535 32,ET6,535,32,1,535,441735,99
      535 39,ET6,535,39,1,535,441735,
      535 96,ET6,535,96,1,535,441735,0
      535 98,ET6,535,98,1,535,441735,0
      535104,ET6,535,104,1,535,441735,
      535197,ET6,535,197,1,535,441735,99
      535211,ET6,535,211,1,535,441735,99
      535240,ET6,535,240,1,535,441735,0
      535254,ET6,535,254,1,535,441735,99
      535260,ET6,535,260,1,535,441735,0
      535307,ET6,535,307,2,535,441735,0
      535406,ET6,535,406,1,535,441735,99
      535443,ET6,535,443,1,535,441735,0
      535469,ET6,535,469,1,535,441735,0
      535491,ET6,535,491,1,535,441735,
      535504,ET6,535,504,2,535,441735,0
      535512,ET6,535,512,2,535,441735,0
      535527,ET6,535,527,1,535,441735,
      535609,ET6,535,609,1,535,441735,0
      535619,ET6,535,619,2,535,441735,0
      535635,ET6,535,635,1,535,441735,
      535647,ET6,535,647,1,535,441735,0
      535713,ET6,535,713,2,535,441735,0
      535732,ET6,535,732,1,535,441735,0
      535804,ET6,535,804,2,535,441735,0
      535807,ET6,535,807,1,535,441735,
      535814,ET6,535,814,2,535,441735,0
      535860,ET6,535,860,2,535,441735,0
      536 67,ET6,536,67,1,536,89540,
      536119,ET6,536,119,2,536,89540,99
      536150,ET6,536,150,2,536,89540,0
      536205,ET6,536,205,2,536,89540,0
      536225,ET6,536,225,3,536,89540,99
      536235,ET6,536,235,2,536,89540,0
      536244,ET6,536,244,2,536,89540,0
      536253,ET6,536,253,1,536,89540,0
      536266,ET6,536,266,1,536,89540,0
      536269,ET6,536,269,1,536,89540,
      536298,ET6,536,298,3,536,89540,0
      536308,ET6,536,308,1,536,89540,0
      536325,ET6,536,325,2,536,89540,0
      536336,ET6,536,336,2,536,89540,0
      536377,ET6,536,377,2,536,89540,0
      536399,ET6,536,399,1,536,89540,
      536405,ET6,536,405,1,536,89540,0
      536455,ET6,536,455,2,536,89540,0
      536472,ET6,536,472,2,536,89540,0
      536514,ET6,536,514,2,536,89540,0
      536520,ET6,536,520,1,536,89540,99
      536590,ET6,536,590,2,536,89540,0
      536631,ET6,536,631,2,536,89540,0
      536635,ET6,536,635,2,536,89540,0
      536759,ET6,536,759,1,536,89540,0
      536809,ET6,536,809,1,536,89540,0
      536878,ET6,536,878,1,536,89540,
      538  3,ET6,538,3,4,538,2237224,0
      538  5,ET6,538,5,2,538,2237224,0
      538 37,ET6,538,37,2,538,2237224,0
      538 67,ET6,538,67,2,538,2237224,0
      538 68,ET6,538,68,1,538,2237224,0
      538 88,ET6,538,88,1,538,2237224,0
      538138,ET6,538,138,1,538,2237224,0
      538141,ET6,538,141,2,538,2237224,0
      538157,ET6,538,157,1,538,2237224,0
      538173,ET6,538,173,2,538,2237224,0
      538193,ET6,538,193,1,538,2237224,0
      538267,ET6,538,267,1,538,2237224,0
      538292,ET6,538,292,2,538,2237224,0
      538301,ET6,538,301,4,538,2237224,0
      538335,ET6,538,335,1,538,2237224,0
      538383,ET6,538,383,2,538,2237224,0
      538390,ET6,538,390,2,538,2237224,0
      538429,ET6,538,429,2,538,2237224,0
      538430,ET6,538,430,2,538,2237224,0
      538463,ET6,538,463,1,538,2237224,
      538502,ET6,538,502,1,538,2237224,
      538532,ET6,538,532,1,538,2237224,
      538565,ET6,538,565,1,538,2237224,0
      538735,ET6,538,735,1,538,2237224,
      538752,ET6,538,752,2,538,2237224,0
      538794,ET6,538,794,2,538,2237224,0
      538807,ET6,538,807,2,538,2237224,0
      538875,ET6,538,875,1,538,2237224,0
      538885,ET6,538,885,1,538,2237224,0
      539 47,ET6,539,47,1,539,93865,
      539106,ET6,539,106,2,539,93865,0
      539112,ET6,539,112,1,539,93865,
      539117,ET6,539,117,1,539,93865,
      539181,ET6,539,181,1,539,93865,0
      539203,ET6,539,203,1,539,93865,
      539243,ET6,539,243,2,539,93865,0
      539292,ET6,539,292,1,539,93865,
      539302,ET6,539,302,2,539,93865,0
      539321,ET6,539,321,1,539,93865,0
      539332,ET6,539,332,1,539,93865,0
      539403,ET6,539,403,1,539,93865,
      539425,ET6,539,425,3,539,93865,99
      539469,ET6,539,469,1,539,93865,
      539498,ET6,539,498,2,539,93865,0
      539515,ET6,539,515,2,539,93865,0
      539569,ET6,539,569,1,539,93865,
      539577,ET6,539,577,1,539,93865,
      539594,ET6,539,594,2,539,93865,0
      539595,ET6,539,595,2,539,93865,0
      539609,ET6,539,609,2,539,93865,0
      539653,ET6,539,653,2,539,93865,
      539744,ET6,539,744,1,539,93865,
      539761,ET6,539,761,2,539,93865,0
      539765,ET6,539,765,4,539,93865,0
      539848,ET6,539,848,1,539,93865,
      541 15,ET6,541,15,1,541,1521403,0
      541138,ET6,541,138,1,541,1521403,0
      541312,ET6,541,312,2,541,1521403,0
      541366,ET6,541,366,2,541,1521403,
      541427,ET6,541,427,2,541,1521403,0
      541482,ET6,541,482,2,541,1521403,0
      541498,ET6,541,498,1,541,1521403,
      541511,ET6,541,511,2,541,1521403,0
      541527,ET6,541,527,2,541,1521403,0
      541566,ET6,541,566,2,541,1521403,0
      541567,ET6,541,567,1,541,1521403,0
      541605,ET6,541,605,2,541,1521403,0
      541618,ET6,541,618,2,541,1521403,0
      541633,ET6,541,633,1,541,1521403,0
      541668,ET6,541,668,2,541,1521403,0
      541675,ET6,541,675,2,541,1521403,
      541677,ET6,541,677,2,541,1521403,0
      541699,ET6,541,699,1,541,1521403,0
      541735,ET6,541,735,1,541,1521403,0
      541744,ET6,541,744,1,541,1521403,
      541745,ET6,541,745,1,541,1521403,0
      541746,ET6,541,746,2,541,1521403,0
      541791,ET6,541,791,2,541,1521403,
      541819,ET6,541,819,1,541,1521403,0
      541833,ET6,541,833,1,541,1521403,0
      541884,ET6,541,884,1,541,1521403,0
      542 64,ET6,542,64,1,542,614750,
      542 80,ET6,542,80,1,542,614750,0
      542 85,ET6,542,85,1,542,614750,0
      542108,ET6,542,108,1,542,614750,0
      542247,ET6,542,247,1,542,614750,0
      542252,ET6,542,252,1,542,614750,0
      542273,ET6,542,273,1,542,614750,0
      542314,ET6,542,314,1,542,614750,
      542315,ET6,542,315,1,542,614750,0
      542317,ET6,542,317,5,542,614750,0
      542327,ET6,542,327,1,542,614750,0
      542338,ET6,542,338,1,542,614750,0
      542347,ET6,542,347,1,542,614750,
      542350,ET6,542,350,2,542,614750,
      542396,ET6,542,396,1,542,614750,0
      542430,ET6,542,430,2,542,614750,0
      542462,ET6,542,462,1,542,614750,
      542477,ET6,542,477,1,542,614750,0
      542516,ET6,542,516,1,542,614750,0
      542576,ET6,542,576,2,542,614750,0
      542603,ET6,542,603,1,542,614750,0
      542606,ET6,542,606,1,542,614750,0
      542632,ET6,542,632,1,542,614750,0
      542639,ET6,542,639,2,542,614750,0
      542662,ET6,542,662,1,542,614750,
      542684,ET6,542,684,2,542,614750,0
      542686,ET6,542,686,1,542,614750,0
      542699,ET6,542,699,1,542,614750,0
      542712,ET6,542,712,2,542,614750,0
      542755,ET6,542,755,1,542,614750,
      543  8,ET6,543,8,2,543,578743,0
      543 14,ET6,543,14,1,543,578743,0
      543 23,ET6,543,23,1,543,578743,0
      543 32,ET6,543,32,2,543,578743,0
      543 77,ET6,543,77,2,543,578743,0
      543316,ET6,543,316,2,543,578743,0
      543403,ET6,543,403,1,543,578743,0
      543420,ET6,543,420,1,543,578743,0
      543430,ET6,543,430,1,543,578743,0
      543433,ET6,543,433,1,543,578743,0
      543446,ET6,543,446,1,543,578743,
      543458,ET6,543,458,1,543,578743,0
      543491,ET6,543,491,1,543,578743,0
      543519,ET6,543,519,1,543,578743,0
      543550,ET6,543,550,2,543,578743,0
      543554,ET6,543,554,2,543,578743,0
      543576,ET6,543,576,2,543,578743,0
      543622,ET6,543,622,1,543,578743,0
      543633,ET6,543,633,1,543,578743,0
      543654,ET6,543,654,3,543,578743,0
      543675,ET6,543,675,1,543,578743,0
      543702,ET6,543,702,1,543,578743,0
      543743,ET6,543,743,1,543,578743,0
      543786,ET6,543,786,1,543,578743,0
      543793,ET6,543,793,1,543,578743,
      543797,ET6,543,797,1,543,578743,0
      543799,ET6,543,799,2,543,578743,0
      543812,ET6,543,812,1,543,578743,0
      543818,ET6,543,818,4,543,578743,0
      543838,ET6,543,838,2,543,578743,0
      544 14,ET6,544,14,3,544,35276,0
      544 18,ET6,544,18,2,544,35276,0
      544 31,ET6,544,31,1,544,35276,0
      544 33,ET6,544,33,1,544,35276,0
      544 43,ET6,544,43,1,544,35276,0
      544 63,ET6,544,63,2,544,35276,0
      544 88,ET6,544,88,1,544,35276,0
      544110,ET6,544,110,2,544,35276,0
      544172,ET6,544,172,3,544,35276,99
      544189,ET6,544,189,1,544,35276,0
      544294,ET6,544,294,2,544,35276,
      544337,ET6,544,337,1,544,35276,99
      544352,ET6,544,352,1,544,35276,
      544397,ET6,544,397,2,544,35276,0
      544464,ET6,544,464,1,544,35276,99
      544485,ET6,544,485,2,544,35276,0
      544496,ET6,544,496,1,544,35276,0
      544542,ET6,544,542,2,544,35276,0
      544598,ET6,544,598,1,544,35276,0
      544624,ET6,544,624,2,544,35276,
      544631,ET6,544,631,1,544,35276,0
      544637,ET6,544,637,1,544,35276,0
      544658,ET6,544,658,1,544,35276,0
      544691,ET6,544,691,1,544,35276,0
      544694,ET6,544,694,1,544,35276,0
      544711,ET6,544,711,1,544,35276,0
      544752,ET6,544,752,1,544,35276,
      544792,ET6,544,792,1,544,35276,
      544857,ET6,544,857,2,544,35276,0
      545 39,ET6,545,39,1,545,55721,
      545 40,ET6,545,40,2,545,55721,0
      545 42,ET6,545,42,1,545,55721,0
      545 63,ET6,545,63,1,545,55721,0
      545 67,ET6,545,67,1,545,55721,0
      545 79,ET6,545,79,2,545,55721,0
      545 88,ET6,545,88,2,545,55721,0
      545161,ET6,545,161,1,545,55721,0
      545162,ET6,545,162,2,545,55721,0
      545165,ET6,545,165,1,545,55721,0
      545202,ET6,545,202,1,545,55721,
      545220,ET6,545,220,1,545,55721,
      545279,ET6,545,279,1,545,55721,0
      545310,ET6,545,310,1,545,55721,
      545356,ET6,545,356,2,545,55721,0
      545440,ET6,545,440,2,545,55721,0
      545473,ET6,545,473,1,545,55721,0
      545490,ET6,545,490,2,545,55721,
      545504,ET6,545,504,1,545,55721,
      545534,ET6,545,534,1,545,55721,
      545555,ET6,545,555,1,545,55721,99
      545559,ET6,545,559,2,545,55721,0
      545610,ET6,545,610,1,545,55721,0
      545658,ET6,545,658,2,545,55721,0
      545704,ET6,545,704,1,545,55721,0
      545734,ET6,545,734,2,545,55721,0
      545749,ET6,545,749,1,545,55721,3
      545783,ET6,545,783,1,545,55721,0
      545787,ET6,545,787,2,545,55721,0
      545875,ET6,545,875,1,545,55721,
      546 10,ET6,546,10,4,546,489641,0
      546 13,ET6,546,13,2,546,489641,0
      546 47,ET6,546,47,1,546,489641,0
      546 56,ET6,546,56,1,546,489641,0
      546168,ET6,546,168,2,546,489641,0
      546170,ET6,546,170,2,546,489641,0
      546176,ET6,546,176,3,546,489641,0
      546179,ET6,546,179,1,546,489641,
      546230,ET6,546,230,2,546,489641,0
      546254,ET6,546,254,1,546,489641,0
      546302,ET6,546,302,1,546,489641,
      546340,ET6,546,340,1,546,489641,0
      546345,ET6,546,345,1,546,489641,
      546397,ET6,546,397,1,546,489641,0
      546479,ET6,546,479,2,546,489641,0
      546530,ET6,546,530,1,546,489641,
      546589,ET6,546,589,3,546,489641,
      546629,ET6,546,629,2,546,489641,0
      546650,ET6,546,650,1,546,489641,99
      546747,ET6,546,747,1,546,489641,0
      546775,ET6,546,775,1,546,489641,
      546782,ET6,546,782,1,546,489641,0
      546809,ET6,546,809,1,546,489641,0
      546836,ET6,546,836,2,546,489641,0
      546847,ET6,546,847,1,546,489641,0
      547  4,ET6,547,4,1,547,13993,0
      547 71,ET6,547,71,2,547,13993,
      547131,ET6,547,131,2,547,13993,0
      547263,ET6,547,263,5,547,13993,99
      547275,ET6,547,275,1,547,13993,99
      547296,ET6,547,296,1,547,13993,0
      547321,ET6,547,321,1,547,13993,99
      547325,ET6,547,325,1,547,13993,0
      547389,ET6,547,389,1,547,13993,
      547442,ET6,547,442,1,547,13993,0
      547443,ET6,547,443,2,547,13993,0
      547459,ET6,547,459,2,547,13993,99
      547518,ET6,547,518,2,547,13993,0
      547530,ET6,547,530,2,547,13993,0
      547555,ET6,547,555,1,547,13993,0
      547571,ET6,547,571,1,547,13993,0
      547599,ET6,547,599,2,547,13993,94
      547656,ET6,547,656,1,547,13993,0
      547735,ET6,547,735,1,547,13993,99
      547784,ET6,547,784,2,547,13993,
      547790,ET6,547,790,2,547,13993,0
      547801,ET6,547,801,1,547,13993,99
      547809,ET6,547,809,1,547,13993,
      547837,ET6,547,837,1,547,13993,0
      548 21,ET6,548,21,2,548,1583757,0
      548 59,ET6,548,59,1,548,1583757,
      548 61,ET6,548,61,2,548,1583757,0
      548 72,ET6,548,72,2,548,1583757,0
      548 78,ET6,548,78,1,548,1583757,99
      548 82,ET6,548,82,2,548,1583757,0
      548 84,ET6,548,84,1,548,1583757,
      548133,ET6,548,133,3,548,1583757,0
      548138,ET6,548,138,1,548,1583757,0
      548196,ET6,548,196,2,548,1583757,0
      548365,ET6,548,365,2,548,1583757,0
      548416,ET6,548,416,2,548,1583757,
      548422,ET6,548,422,1,548,1583757,0
      548425,ET6,548,425,2,548,1583757,0
      548435,ET6,548,435,1,548,1583757,
      548464,ET6,548,464,1,548,1583757,0
      548532,ET6,548,532,2,548,1583757,0
      548534,ET6,548,534,2,548,1583757,0
      548539,ET6,548,539,2,548,1583757,0
      548564,ET6,548,564,3,548,1583757,0
      548566,ET6,548,566,1,548,1583757,0
      548592,ET6,548,592,1,548,1583757,
      548626,ET6,548,626,2,548,1583757,0
      548641,ET6,548,641,1,548,1583757,
      548677,ET6,548,677,1,548,1583757,0
      548682,ET6,548,682,1,548,1583757,0
      548729,ET6,548,729,1,548,1583757,
      548819,ET6,548,819,1,548,1583757,0
      548847,ET6,548,847,1,548,1583757,0
      548849,ET6,548,849,4,548,1583757,0
      549 26,ET6,549,26,2,549,45217,0
      549 30,ET6,549,30,2,549,45217,0
      549 73,ET6,549,73,2,549,45217,0
      549101,ET6,549,101,1,549,45217,
      549128,ET6,549,128,1,549,45217,0
      549182,ET6,549,182,1,549,45217,
      549222,ET6,549,222,1,549,45217,
      549253,ET6,549,253,1,549,45217,
      549255,ET6,549,255,1,549,45217,0
      549258,ET6,549,258,3,549,45217,0
      549376,ET6,549,376,1,549,45217,
      549378,ET6,549,378,2,549,45217,0
      549381,ET6,549,381,1,549,45217,99
      549419,ET6,549,419,1,549,45217,0
      549463,ET6,549,463,1,549,45217,0
      549544,ET6,549,544,2,549,45217,0
      549578,ET6,549,578,1,549,45217,0
      549579,ET6,549,579,1,549,45217,
      549581,ET6,549,581,1,549,45217,
      549612,ET6,549,612,2,549,45217,0
      549621,ET6,549,621,1,549,45217,0
      549632,ET6,549,632,1,549,45217,99
      549659,ET6,549,659,2,549,45217,0
      549709,ET6,549,709,1,549,45217,
      549808,ET6,549,808,1,549,45217,
      549814,ET6,549,814,2,549,45217,0
      549830,ET6,549,830,2,549,45217,0
      549860,ET6,549,860,1,549,45217,0
      549862,ET6,549,862,2,549,45217,0
      550  5,ET6,550,5,1,550,69208,0
      550  9,ET6,550,9,3,550,69208,99
      550 33,ET6,550,33,1,550,69208,0
      550 80,ET6,550,80,1,550,69208,0
      550 87,ET6,550,87,1,550,69208,
      550166,ET6,550,166,3,550,69208,99
      550189,ET6,550,189,1,550,69208,0
      550228,ET6,550,228,1,550,69208,0
      550230,ET6,550,230,1,550,69208,0
      550237,ET6,550,237,1,550,69208,
      550256,ET6,550,256,1,550,69208,
      550318,ET6,550,318,1,550,69208,0
      550411,ET6,550,411,1,550,69208,
      550427,ET6,550,427,1,550,69208,0
      550438,ET6,550,438,2,550,69208,0
      550458,ET6,550,458,1,550,69208,0
      550554,ET6,550,554,1,550,69208,0
      550604,ET6,550,604,1,550,69208,0
      550630,ET6,550,630,1,550,69208,
      550683,ET6,550,683,1,550,69208,99
      550686,ET6,550,686,1,550,69208,
      550696,ET6,550,696,1,550,69208,0
      550810,ET6,550,810,1,550,69208,99
      550862,ET6,550,862,1,550,69208,0
      550871,ET6,550,871,1,550,69208,0
      550875,ET6,550,875,1,550,69208,0
      550880,ET6,550,880,1,550,69208,0
      550885,ET6,550,885,1,550,69208,0
      551 22,ET6,551,22,2,551,1730468,0
      551 45,ET6,551,45,1,551,1730468,0
      551 47,ET6,551,47,1,551,1730468,
      551 68,ET6,551,68,2,551,1730468,0
      551112,ET6,551,112,2,551,1730468,0
      551116,ET6,551,116,2,551,1730468,0
      551134,ET6,551,134,2,551,1730468,0
      551201,ET6,551,201,1,551,1730468,0
      551219,ET6,551,219,1,551,1730468,0
      551287,ET6,551,287,2,551,1730468,0
      551310,ET6,551,310,1,551,1730468,
      551352,ET6,551,352,2,551,1730468,0
      551400,ET6,551,400,1,551,1730468,
      551439,ET6,551,439,2,551,1730468,0
      551443,ET6,551,443,2,551,1730468,0
      551458,ET6,551,458,2,551,1730468,0
      551493,ET6,551,493,1,551,1730468,0
      551558,ET6,551,558,1,551,1730468,
      551569,ET6,551,569,1,551,1730468,0
      551703,ET6,551,703,1,551,1730468,
      551726,ET6,551,726,1,551,1730468,0
      551732,ET6,551,732,2,551,1730468,0
      551760,ET6,551,760,1,551,1730468,0
      551776,ET6,551,776,1,551,1730468,0
      551779,ET6,551,779,1,551,1730468,0
      551790,ET6,551,790,2,551,1730468,0
      551821,ET6,551,821,2,551,1730468,0
      551875,ET6,551,875,2,551,1730468,0
      551889,ET6,551,889,1,551,1730468,0
      552  1,ET6,552,1,2,552,1537290,
      552 54,ET6,552,54,1,552,1537290,0
      552167,ET6,552,167,1,552,1537290,0
      552255,ET6,552,255,1,552,1537290,0
      552261,ET6,552,261,1,552,1537290,
      552283,ET6,552,283,1,552,1537290,0
      552295,ET6,552,295,1,552,1537290,0
      552316,ET6,552,316,1,552,1537290,
      552326,ET6,552,326,2,552,1537290,
      552336,ET6,552,336,2,552,1537290,0
      552381,ET6,552,381,2,552,1537290,0
      552411,ET6,552,411,2,552,1537290,0
      552424,ET6,552,424,1,552,1537290,0
      552436,ET6,552,436,2,552,1537290,0
      552461,ET6,552,461,1,552,1537290,0
      552474,ET6,552,474,1,552,1537290,
      552495,ET6,552,495,1,552,1537290,
      552497,ET6,552,497,1,552,1537290,0
      552508,ET6,552,508,1,552,1537290,0
      552588,ET6,552,588,1,552,1537290,0
      552593,ET6,552,593,3,552,1537290,0
      552633,ET6,552,633,2,552,1537290,0
      552717,ET6,552,717,1,552,1537290,0
      552736,ET6,552,736,1,552,1537290,
      552751,ET6,552,751,1,552,1537290,0
      552758,ET6,552,758,2,552,1537290,
      552829,ET6,552,829,2,552,1537290,0
      552843,ET6,552,843,1,552,1537290,
      552888,ET6,552,888,1,552,1537290,0
      553 36,ET6,553,36,1,553,45950,
      553 70,ET6,553,70,1,553,45950,
      553 75,ET6,553,75,2,553,45950,0
      553 81,ET6,553,81,1,553,45950,0
      553140,ET6,553,140,1,553,45950,0
      553158,ET6,553,158,1,553,45950,
      553182,ET6,553,182,1,553,45950,5
      553227,ET6,553,227,2,553,45950,30
      553235,ET6,553,235,1,553,45950,0
      553237,ET6,553,237,2,553,45950,0
      553246,ET6,553,246,1,553,45950,0
      553373,ET6,553,373,1,553,45950,
      553421,ET6,553,421,2,553,45950,0
      553514,ET6,553,514,2,553,45950,5
      553581,ET6,553,581,2,553,45950,
      553606,ET6,553,606,1,553,45950,0
      553617,ET6,553,617,1,553,45950,0
      553699,ET6,553,699,1,553,45950,99
      553717,ET6,553,717,1,553,45950,0
      553785,ET6,553,785,1,553,45950,0
      553829,ET6,553,829,1,553,45950,0
      553857,ET6,553,857,1,553,45950,0
      553867,ET6,553,867,1,553,45950,0
      554 75,ET6,554,75,1,554,3931575,0
      554 92,ET6,554,92,1,554,3931575,0
      554100,ET6,554,100,1,554,3931575,
      554119,ET6,554,119,2,554,3931575,0
      554135,ET6,554,135,2,554,3931575,0
      554203,ET6,554,203,2,554,3931575,0
      554217,ET6,554,217,1,554,3931575,0
      554234,ET6,554,234,1,554,3931575,0
      554278,ET6,554,278,1,554,3931575,0
      554331,ET6,554,331,1,554,3931575,0
      554369,ET6,554,369,1,554,3931575,0
      554423,ET6,554,423,1,554,3931575,0
      554433,ET6,554,433,1,554,3931575,0
      554464,ET6,554,464,1,554,3931575,0
      554468,ET6,554,468,1,554,3931575,0
      554519,ET6,554,519,1,554,3931575,0
      554535,ET6,554,535,1,554,3931575,
      554550,ET6,554,550,1,554,3931575,
      554610,ET6,554,610,1,554,3931575,0
      554648,ET6,554,648,2,554,3931575,0
      554667,ET6,554,667,1,554,3931575,0
      554674,ET6,554,674,2,554,3931575,0
      554690,ET6,554,690,2,554,3931575,0
      554695,ET6,554,695,1,554,3931575,0
      554766,ET6,554,766,1,554,3931575,0
      554872,ET6,554,872,1,554,3931575,0
      554884,ET6,554,884,1,554,3931575,
      554888,ET6,554,888,1,554,3931575,0
      555 10,ET6,555,10,2,555,1974822,0
      555 34,ET6,555,34,1,555,1974822,0
      555 47,ET6,555,47,2,555,1974822,0
      555 86,ET6,555,86,2,555,1974822,
      555 87,ET6,555,87,1,555,1974822,0
      555233,ET6,555,233,2,555,1974822,0
      555240,ET6,555,240,1,555,1974822,0
      555265,ET6,555,265,2,555,1974822,0
      555273,ET6,555,273,1,555,1974822,0
      555278,ET6,555,278,1,555,1974822,
      555283,ET6,555,283,1,555,1974822,0
      555356,ET6,555,356,2,555,1974822,0
      555362,ET6,555,362,1,555,1974822,
      555373,ET6,555,373,1,555,1974822,0
      555384,ET6,555,384,1,555,1974822,0
      555411,ET6,555,411,2,555,1974822,0
      555431,ET6,555,431,1,555,1974822,99
      555457,ET6,555,457,1,555,1974822,
      555568,ET6,555,568,2,555,1974822,0
      555632,ET6,555,632,2,555,1974822,
      555689,ET6,555,689,2,555,1974822,0
      555710,ET6,555,710,1,555,1974822,0
      555738,ET6,555,738,1,555,1974822,
      555747,ET6,555,747,1,555,1974822,0
      555777,ET6,555,777,1,555,1974822,0
      555783,ET6,555,783,2,555,1974822,0
      555790,ET6,555,790,2,555,1974822,0
      555798,ET6,555,798,1,555,1974822,0
      555809,ET6,555,809,2,555,1974822,0
      555864,ET6,555,864,1,555,1974822,
      556 11,ET6,556,11,2,556,843963,0
      556 50,ET6,556,50,1,556,843963,
      556 85,ET6,556,85,1,556,843963,0
      556121,ET6,556,121,2,556,843963,0
      556162,ET6,556,162,1,556,843963,0
      556201,ET6,556,201,2,556,843963,0
      556248,ET6,556,248,1,556,843963,0
      556276,ET6,556,276,2,556,843963,99
      556306,ET6,556,306,1,556,843963,0
      556317,ET6,556,317,1,556,843963,0
      556321,ET6,556,321,1,556,843963,0
      556384,ET6,556,384,2,556,843963,0
      556526,ET6,556,526,1,556,843963,0
      556566,ET6,556,566,1,556,843963,
      556589,ET6,556,589,2,556,843963,0
      556646,ET6,556,646,1,556,843963,0
      556650,ET6,556,650,1,556,843963,
      556655,ET6,556,655,1,556,843963,0
      556662,ET6,556,662,1,556,843963,0
      556665,ET6,556,665,2,556,843963,0
      556666,ET6,556,666,1,556,843963,
      556711,ET6,556,711,1,556,843963,
      556730,ET6,556,730,1,556,843963,0
      556748,ET6,556,748,1,556,843963,0
      556761,ET6,556,761,1,556,843963,0
      556778,ET6,556,778,1,556,843963,
      556796,ET6,556,796,2,556,843963,0
      556832,ET6,556,832,2,556,843963,0
      556835,ET6,556,835,1,556,843963,0
      556887,ET6,556,887,2,556,843963,0
      557  2,ET6,557,2,2,557,1822367,0
      557 14,ET6,557,14,1,557,1822367,0
      557 31,ET6,557,31,1,557,1822367,0
      557 64,ET6,557,64,3,557,1822367,0
      557 66,ET6,557,66,2,557,1822367,0
      557 81,ET6,557,81,2,557,1822367,0
      557 87,ET6,557,87,1,557,1822367,
      557 94,ET6,557,94,2,557,1822367,
      557146,ET6,557,146,1,557,1822367,
      557181,ET6,557,181,2,557,1822367,0
      557188,ET6,557,188,2,557,1822367,0
      557212,ET6,557,212,2,557,1822367,0
      557331,ET6,557,331,1,557,1822367,0
      557340,ET6,557,340,2,557,1822367,0
      557387,ET6,557,387,2,557,1822367,0
      557420,ET6,557,420,2,557,1822367,0
      557462,ET6,557,462,2,557,1822367,0
      557511,ET6,557,511,1,557,1822367,
      557535,ET6,557,535,2,557,1822367,0
      557549,ET6,557,549,1,557,1822367,0
      557561,ET6,557,561,1,557,1822367,0
      557580,ET6,557,580,2,557,1822367,0
      557595,ET6,557,595,2,557,1822367,0
